,회사명,종목코드,상장일
1379,인피니트헬스케어,071200.KQ,2010-05-26
1380,일신바이오,068330.KQ,2007-12-26
1381,잉글우드랩,950140.KQ,2016-10-14
1382,정원엔시스,045510.KQ,2000-09-07
1383,제이씨케미칼,137950.KQ,2011-08-08
1384,제이앤티씨,204270.KQ,2020-03-04
1385,제이엘케이,322510.KQ,2019-12-11
1386,젬백스링크,064800.KQ,2002-08-22
1387,좋은사람들,033340.KQ,1997-11-03
1388,중앙백신,072020.KQ,2003-10-31
1389,지어소프트,051160.KQ,2002-05-28
1390,지트리비앤티,115450.KQ,2010-03-26
1391,청보산업,013720.KQ,1993-12-29
1392,카스,016920.KQ,1990-01-04
1393,카페24,042000.KQ,2018-02-08
1394,케이비17호스팩,317030.KQ,2019-03-27
1395,케이에스피,073010.KQ,2004-12-17
1396,코디엠,224060.KQ,2015-12-29
1397,코리아센터,290510.KQ,2019-11-29
1398,큐리언트,115180.KQ,2016-02-29
1399,크리스탈신소재,900250.KQ,2016-01-28
1400,크린앤사이언스,045520.KQ,2000-12-05
1401,클래시스,214150.KQ,2015-04-03
1402,태웅,044490.KQ,2001-11-08
1403,토박스코리아,215480.KQ,2015-05-13
1404,티사이언티픽,057680.KQ,2002-06-18
1405,티케이케미칼,104480.KQ,2011-04-26
1406,팅크웨어,084730.KQ,2006-05-19
1407,파라텍,033540.KQ,1997-12-26
1408,팜스토리,027710.KQ,1996-07-06
1409,푸드나무,290720.KQ,2018-10-04
1410,푸른저축은행,007330.KQ,1993-12-07
1411,프리엠스,053160.KQ,2001-10-30
1412,플랜티넷,075130.KQ,2005-06-10
1413,피제이메탈,128660.KQ,2010-12-13
1414,하나머티리얼즈,166090.KQ,2017-04-28
1415,한국선재,025550.KQ,1995-06-19
1416,한국전자인증,041460.KQ,2010-11-19
1417,한국큐빅,021650.KQ,2003-01-24
1418,한독크린텍,256150.KQ,2019-09-05
1419,한화플러스제1호스팩,340440.KQ,2019-12-27
1420,현대사료,016790.KQ,2018-06-01
1421,현우산업,092300.KQ,2007-10-24
1422,홈캐스트,064240.KQ,2003-06-11
1423,휴메딕스,200670.KQ,2014-12-26
1424,흥구석유,024060.KQ,1994-12-07
1425,BET,036820.KQ,1999-12-10
1426,CJ E&M,130960.KQ,2010-10-15
1427,IBKS스팩1호,126680.KQ,2010-12-22
1428,ST&I,031800.KQ,1997-03-15
1429,건영종합건설,022130.KQ,1996-07-01
1430,굿라이프5-MF,037500.KQ,2000-02-25
1431,굿이엠지,051530.KQ,2001-07-03
1432,글로포스트,037830.KQ,2002-02-05
1433,남성알미늄,033220.KQ,1997-10-13
1434,넥스텔,037220.KQ,1999-11-25
1435,넷웨이브,047730.KQ,2001-05-10
1436,대국,042340.KQ,2000-06-22
1437,대동,014380.KQ,1996-07-01
1438,대웅바이오,016890.KQ,1999-11-16
1439,동남리스,026240.KQ,1996-07-01
1440,동신특강,024920.KQ,1996-07-01
1441,동양텔레콤,007150.KQ,2000-07-25
1442,동화금고,007260.KQ,1996-07-01
1443,두원중공업,013900.KQ,1996-07-01
1444,디지텍시스템,091690.KQ,2007-07-04
1445,라이카,011900.KQ,1996-07-01
1446,리더컴,056140.KQ,2001-12-20
1447,모린스,110310.KQ,2009-09-25
1448,미래에셋실크로드펀드,035300.KQ,1999-08-13
1449,미래에셋오리엔탈혼합,067700.KQ,2002-05-20
1450,미래에셋이글이호펀드,034460.KQ,1999-04-16
1451,미래에셋크린채권형일,035820.KQ,1999-10-15
1452,미성포리테크,094700.KQ,2007-12-20
1453,박현주2호,034170.KQ,1999-04-16
1454,박현주5호,038030.KQ,2000-02-25
1455,박현주6호,038480.KQ,2000-03-17
1456,보진재,030950.KQ,1996-10-24
1457,부국퓨쳐스타즈스팩,123300.KQ,2010-10-29
1458,삼송공업,015180.KQ,1996-07-01
1459,삼한실업,009950.KQ,1996-07-01
1460,삼한콘트롤스,033070.KQ,1997-08-18
1461,서울창업투자,019460.KQ,1996-07-01
1462,성융광전투자,900150.KQ,2010-09-15
1463,소예,035010.KQ,1999-06-11
1464,신양오라컴,086830.KQ,2006-12-27
1465,신지소프트,078700.KQ,2004-10-29
1466,신한모방,019730.KQ,1996-07-01
1467,실크성장삼호,045860.KQ,2000-07-24
1468,아구스,078670.KQ,2007-07-27
1469,아이드림,066850.KQ,2003-08-06
1470,아이비진,039060.KQ,2001-06-19
1471,아이씨켐,020490.KQ,1997-01-17
1472,알티전자,032290.KQ,1997-03-15
1473,애드모바일,032600.KQ,1997-05-02
1474,어울림 네트,042820.KQ,2000-07-11
1475,어울림엘시스,033280.KQ,1997-11-10
1476,어플라이드,053960.KQ,2001-11-13
1477,업필,054370.KQ,2001-11-20
1478,에너윈,055970.KQ,2003-08-01
1479,에스비아이앤솔로몬스,123910.KQ,2010-08-24
1480,에이원마이크로,037380.KQ,2000-01-27
1481,에임하이,043580.KQ,2001-08-02
1482,에코페트로시스템,042870.KQ,2000-06-27
1483,엑스로드,074140.KQ,2006-08-01
1484,엔빅스,054170.KQ,2001-10-11
1485,엠넷미디어,056200.KQ,2002-01-29
1486,옥션,043790.KQ,2000-06-15
1487,우주통신,054080.KQ,2001-10-09
1488,위노바,039790.KQ,2000-07-25
1489,유니씨앤티,040780.KQ,2000-06-27
1490,유리세이프롱숏채권혼,058910.KQ,2001-08-06
1491,유리앙상블,039280.KQ,2000-03-17
1492,유진화학,003430.KQ,1996-07-01
1493,이노블루,066200.KQ,2003-06-11
1494,이루넷,041030.KQ,2000-05-30
1495,제넥셀,034660.KQ,1999-05-14
1496,제일창투,026540.KQ,2000-06-20
1497,중앙리스금융,021870.KQ,1996-07-01
1498,지이엔에프,038920.KQ,2000-07-06
1499,차이나그레이트,900040.KQ,2009-05-29
1500,창민테크,042960.KQ,2000-07-11
1501,챌린지전환1,035670.KQ,1999-09-17
1502,캡스,007020.KQ,1996-07-01
1503,케이디세코,073780.KQ,2004-05-18
1504,케이엔씨글로벌,068150.KQ,2003-07-21
1505,케이엠에스,038830.KQ,2000-08-31
1506,코리아이앤디,027440.KQ,1996-03-07
1507,코스모스피엘씨,053170.KQ,2002-01-10
1508,큐닉스컴퓨터,015530.KQ,1996-07-01
1509,큐앤에스,052880.KQ,2001-07-24
1510,클루넷,067130.KQ,2002-06-17
1511,키움스팩3호,218710.KQ,2015-07-06
1512,터보테크,032420.KQ,1997-04-22
1513,테라,032780.KQ,1997-06-26
1514,트라이써클,034010.KQ,2000-04-27
1515,티브로드도봉강북방송,035210.KQ,1999-08-27
1516,티에스엠텍,066350.KQ,2003-01-21
1517,평산,089480.KQ,2006-08-22
1518,포이보스,038810.KQ,2000-05-09
1519,하이에이아이1호스팩,235010.KQ,2016-03-04
1520,한가족주식,040380.KQ,2000-04-21
1521,한도하이테크,060660.KQ,2002-02-21
1522,해피드림,065180.KQ,2002-06-18
1523,헤쎄나,036270.KQ,2000-01-20
1524,현대에이블스팩1호,204760.KQ,2014-11-10
1525,현대정보기술,026180.KQ,2000-08-08
1526,호성,035870.KQ,2000-06-27
1527,호크아이즈증권투자회,034760.KQ,1999-05-14
1528,화인썬트로닉스,038520.KQ,2000-03-03
1529,휴먼이노텍,013630.KQ,1994-07-04
1530,히스토스템,036840.KQ,1999-12-24
1531,3S,060310.KQ,2002-04-23
1532,JYP Ent.,035900.KQ,2001-08-30
1533,RFHIC,218410.KQ,2015-06-30
1534,강원,114190.KQ,2009-11-20
1535,경남제약,053950.KQ,2001-11-06
1536,고려신용정보,049720.KQ,2002-01-31
1537,골드퍼시픽,038530.KQ,2000-06-09
1538,광진실업,026910.KQ,1996-01-03
1539,그린플러스,186230.KQ,2019-08-07
1540,기산텔레콤,035460.KQ,1999-11-18
1541,나무기술,242040.KQ,2016-09-07
1542,나이스디앤비,130580.KQ,2011-12-22
1543,네패스,033640.KQ,1999-12-14
1544,대동금속,020400.KQ,1993-07-30
1545,대림제지,017650.KQ,1994-11-07
1546,대신정보통신,020180.KQ,1995-10-06
1547,대한그린파워,060900.KQ,2002-09-17
1548,더블유에프엠,035290.KQ,1999-12-07
1549,동국알앤에스,075970.KQ,2004-02-13
1550,동우팜투테이블,088910.KQ,2006-06-23
1551,동운아나텍,094170.KQ,2015-06-30
1552,드림씨아이에스,223250.KQ,2020-05-22
1553,디아이티,110990.KQ,2018-08-07
1554,디에이치피코리아,131030.KQ,2010-12-03
1555,디케이락,105740.KQ,2010-11-12
1556,디케이앤디,263020.KQ,2018-11-20
1557,디케이티,290550.KQ,2018-12-21
1558,라온시큐어,042510.KQ,2001-01-03
1559,라파스,214260.KQ,2019-11-11
1560,리노스,039980.KQ,2002-08-13
1561,리더스 기술투자,019570.KQ,1989-03-14
1562,마이크로컨텍솔,098120.KQ,2008-09-23
1563,메가스터디,072870.KQ,2004-12-21
1564,메지온,140410.KQ,2012-01-20
1565,모다이노칩,080420.KQ,2005-12-06
1566,모베이스전자,012860.KQ,1994-10-26
1567,미디어젠,279600.KQ,2019-11-05
1568,미래나노텍,095500.KQ,2007-10-01
1569,미래에셋대우스팩 5호,353490.KQ,2020-08-28
1570,미래테크놀로지,213090.KQ,2015-12-01
1571,미투젠,950190.KQ,2020-08-18
1572,바이오리더스,142760.KQ,2016-07-07
1573,박셀바이오,323990.KQ,2020-09-22
1574,뷰웍스,100120.KQ,2009-04-10
1575,브레인콘텐츠,066980.KQ,2003-01-17
1576,블루콤,033560.KQ,2011-01-26
1577,비덴트,121800.KQ,2011-12-01
1578,비에이치,090460.KQ,2007-01-26
1579,비츠로테크,042370.KQ,2000-08-03
1580,비피도,238200.KQ,2018-12-26
1581,빅텍,065450.KQ,2003-02-05
1582,삼강엠앤티,100090.KQ,2008-08-01
1583,삼보산업,009620.KQ,1993-12-07
1584,삼성머스트스팩3호,309930.KQ,2018-12-20
1585,삼표시멘트,038500.KQ,2001-02-01
1586,상상인이안1호스팩,307870.KQ,2018-12-12
1587,서부T&D,006730.KQ,1995-10-06
1588,선광,003100.KQ,1999-12-21
1589,세진티에스,067770.KQ,2004-01-09
1590,세화피앤씨,252500.KQ,2016-11-02
1591,셀레믹스,331920.KQ,2020-08-21
1592,셀리드,299660.KQ,2019-02-20
1593,소리바다,053110.KQ,2001-10-09
1594,솔브레인,357780.KQ,2020-08-06
1595,솔트웍스,230980.KQ,2016-03-02
1596,수젠텍,253840.KQ,2019-05-28
1597,신라섬유,001000.KQ,1994-06-28
1598,신화콘텍,187270.KQ,2014-08-08
1599,쎄니트,037760.KQ,2000-04-07
1600,씨씨에스,066790.KQ,2003-05-30
1601,씨엔플러스,115530.KQ,2011-11-02
1602,씨젠,096530.KQ,2010-09-10
1603,아리온,058220.KQ,2005-08-05
1604,아시아경제,127710.KQ,2015-07-31
1605,아이디스홀딩스,054800.KQ,2001-09-27
1606,아이쓰리시스템,214430.KQ,2015-07-30
1607,안국약품,001540.KQ,2000-06-15
1608,알테오젠,196170.KQ,2014-12-12
1609,알톤스포츠,123750.KQ,2010-07-02
1610,알파홀딩스,117670.KQ,2010-09-17
1611,압타바이오,293780.KQ,2019-06-12
1612,야스,255440.KQ,2017-09-29
1613,에스맥,097780.KQ,2008-01-23
1614,에스모 머티리얼즈,087730.KQ,2008-04-04
1615,에스에이티,060540.KQ,2006-11-28
1616,에스엔유,080000.KQ,2005-01-25
1617,에스엠코어,007820.KQ,2011-11-08
1618,에스티오,098660.KQ,2009-04-17
1619,에이에프더블류,312610.KQ,2019-07-01
1620,에이치엘비,028300.KQ,1996-07-27
1621,에이테크솔루션,071670.KQ,2009-04-17
1622,에이프런티어,036180.KQ,1999-12-21
1623,에코마이스터,064510.KQ,2018-03-15
1624,에프엔씨엔터,173940.KQ,2014-12-04
1625,엘비세미콘,061970.KQ,2011-01-31
1626,엘이티,297890.KQ,2020-06-22
1627,엠에스씨,009780.KQ,1993-10-12
1628,엠젠플러스,032790.KQ,1997-06-26
1629,오디텍,080520.KQ,2007-10-08
1630,오로라,039830.KQ,2001-01-03
1631,오상자이엘,053980.KQ,2002-04-09
1632,오킨스전자,080580.KQ,2014-12-24
1633,와이엔텍,067900.KQ,2005-12-23
1634,와이오엠,066430.KQ,2002-12-24
1635,와이지엔터테인먼트,122870.KQ,2011-11-23
1636,우주일렉트로,065680.KQ,2004-01-02
1637,원방테크,053080.KQ,2020-09-24
1638,웹케시,053580.KQ,2019-01-25
1639,위니아딤채,071460.KQ,2016-07-14
1640,위드텍,348350.KQ,2020-10-30
1641,위지윅스튜디오,299900.KQ,2018-12-20
1642,윈스,136540.KQ,2011-05-02
1643,윈텍,320000.KQ,2019-09-18
1644,유라테크,048430.KQ,2001-01-11
1645,유틸렉스,263050.KQ,2018-12-24
1646,이그잭스,060230.KQ,2002-06-25
1647,이니텍,053350.KQ,2001-11-15
1648,이더블유케이,258610.KQ,2017-08-22
1649,이테크건설,016250.KQ,1999-12-28
1650,인바디,041830.KQ,2000-12-14
1651,인지디스플레,037330.KQ,1999-12-14
1652,인콘,083640.KQ,2005-12-27
1653,인크로스,216050.KQ,2016-10-31
1654,인터엠,017250.KQ,1996-01-03
1655,일지테크,019540.KQ,1992-11-03
1656,자안,221610.KQ,2016-01-27
1657,제이에스티나,026040.KQ,1999-12-21
1658,제이엠아이,033050.KQ,1997-08-18
1659,지노믹트리,228760.KQ,2019-03-27
1660,지니틱스,303030.KQ,2018-08-30
1661,진로발효,018120.KQ,1993-12-29
1662,체리부로,066360.KQ,2017-12-04
1663,카카오게임즈,293490.KQ,2020-09-10
1664,케이디켐,221980.KQ,2015-11-19
1665,케이씨티,089150.KQ,2006-12-13
1666,케이피에스,256940.KQ,2017-09-06
1667,코나아이,052400.KQ,2001-10-18
1668,코디,080530.KQ,2010-01-05
1669,코리아에스이,101670.KQ,2008-07-15
1670,코스나인,082660.KQ,2005-10-05
1671,코스온,069110.KQ,2003-10-14
1672,코아스템,166480.KQ,2015-06-26
1673,큐렉소,060280.KQ,2002-07-03
1674,큐로컴,040350.KQ,2002-01-10
1675,태양,053620.KQ,2001-08-07
1676,테크윙,089030.KQ,2011-11-10
1677,티엘아이,062860.KQ,2006-07-25
1678,티움바이오,321550.KQ,2019-11-22
1679,파인테크닉스,106240.KQ,2009-03-16
1680,팜스빌,318010.KQ,2019-10-22
1681,팬스타엔터프라이즈,054300.KQ,2002-01-10
1682,평화정공,043370.KQ,2001-12-13
1683,포메탈,119500.KQ,2010-09-17
1684,포스코 ICT,022100.KQ,2000-11-28
1685,플레이위드,023770.KQ,1994-11-07
1686,피씨엘,241820.KQ,2017-02-23
1687,피피아이,062970.KQ,2019-12-26
1688,한국제8호스팩,310870.KQ,2018-12-20
1689,한국파마,032300.KQ,2020-08-10
1690,한솔인티큐브,070590.KQ,2004-01-08
1691,한스바이오메드,042520.KQ,2009-10-09
1692,한창산업,079170.KQ,2005-02-01
1693,한컴MDS,086960.KQ,2006-09-26
1694,한화에스비아이스팩,317320.KQ,2019-05-03
1695,핸디소프트,220180.KQ,2016-11-24
1696,현대공업,170030.KQ,2013-12-04
1697,화신정공,126640.KQ,2010-08-31
1698,휴마시스,205470.KQ,2014-12-01
1699,휴비츠,065510.KQ,2003-10-31
1700,흥국,010240.KQ,2009-05-12
1701,(주)이동수에프엔지,020880.KQ,1996-07-01
1702,AD모터스,038120.KQ,2000-08-24
1703,AJS,013340.KQ,1989-09-06
1704,C&S자산관리,032040.KQ,1997-01-23
1705,CJ인터넷,037150.KQ,1999-12-24
1706,CL,035710.KQ,1999-11-11
1707,CU전자,056340.KQ,2002-11-08
1708,H1바이오,052310.KQ,2001-05-24
1709,KTB코스닥1,042310.KQ,2000-06-16
1710,i 인프라,008780.KQ,1993-01-06
1711,경남리스,021930.KQ,1994-11-07
1712,경동,009590.KQ,1996-07-01
1713,고려,025960.KQ,1996-07-01
1714,골든브릿지제3호스팩,219580.KQ,2015-06-30
1715,국민카드,031150.KQ,2000-07-04
1716,국제밸브공업,011360.KQ,1996-07-01
1717,다산,015150.KQ,1997-01-07
1718,다휘,055250.KQ,2001-12-06
1719,대우스팩2호,204440.KQ,2014-10-22
1720,대진정밀화학,033350.KQ,1997-11-03
1721,동부CNI,044640.KQ,2001-01-11
1722,동부저축은행,024820.KQ,1996-07-01
1723,동부제4호스팩,230490.KQ,2015-12-18
1724,동부티에스블랙펄스팩,128910.KQ,2010-12-08
1725,동성하이켐,013450.KQ,1999-06-11
1726,동원장보고2,039180.KQ,2000-03-17
1727,레이젠,047440.KQ,2001-11-20
1728,리젠트뮤추얼원자산배,036330.KQ,1999-10-01
1729,마이다스차익거래혼합,053530.KQ,2001-04-09
1730,마이차익3호-MF,067410.KQ,2002-05-06
1731,모닷텔,048150.KQ,2002-11-05
1732,모델라인,064720.KQ,2003-07-04
1733,모디아,046000.KQ,2001-01-11
1734,미래에셋드림사호펀드,035470.KQ,1999-09-17
1735,미래에셋박현주드림오,035540.KQ,1999-09-17
1736,미래에셋박현주사호펀,034280.KQ,1999-04-16
1737,미래에셋제3호스팩,215750.KQ,2015-05-22
1738,미주제강,002670.KQ,1995-01-04
1739,바이나믹,067850.KQ,2005-10-05
1740,바이킹성장일,043700.KQ,2000-06-16
1741,박현주 5호,034290.KQ,1999-04-16
1742,박현주드림팔호자산배,035860.KQ,1999-10-15
1743,부산리스금융,018480.KQ,1996-07-01
1744,부영철강,025940.KQ,1996-07-01
1745,삼경기전,022020.KQ,1996-07-01
1746,삼우빅케치,004750.KQ,1996-07-01
1747,삼일공사,003890.KQ,1996-07-01
1748,삼협산업,023880.KQ,1996-07-01
1749,세니콘,056060.KQ,2002-01-15
1750,세실,084450.KQ,2007-11-20
1751,세화기술투자,021740.KQ,1992-12-29
1752,시노펙스그린테크,037320.KQ,2002-09-17
1753,시큐리티KOR,066330.KQ,2002-05-17
1754,실크성장1호,042460.KQ,2000-06-16
1755,썬코어,051170.KQ,2001-10-23
1756,씨모스,037600.KQ,1999-12-24
1757,아라온테크,041060.KQ,2000-06-07
1758,어필텔레콤,033510.KQ,1997-12-19
1759,에듀패스,031950.KQ,1996-12-23
1760,에버테크노,070480.KQ,2007-05-22
1761,에스브이에이치,046240.KQ,2000-11-07
1762,에스피코프,048130.KQ,2001-11-22
1763,에이엠에스,044770.KQ,2000-06-29
1764,에코솔루션,052510.KQ,2001-12-18
1765,엔써,037750.KQ,2000-11-09
1766,엔토리노,032590.KQ,1997-05-02
1767,엘케이엔씨,047420.KQ,2002-07-19
1768,엠바이엔,031970.KQ,1997-01-07
1769,영성제강,026920.KQ,1996-07-01
1770,오페스,053470.KQ,2001-07-31
1771,올리브나인,052970.KQ,2002-07-16
1772,옵셔널벤처스,022780.KQ,1994-06-07
1773,우리신용카드,022870.KQ,1993-04-07
1774,우성아이비,194610.KQ,2014-06-10
1775,원익테라세미콘,123100.KQ,2011-11-01
1776,웨스테이트,016140.KQ,1994-03-18
1777,위다스,056810.KQ,2002-01-15
1778,유리뉴앙상블,046520.KQ,2000-07-31
1779,유리아이피일,037520.KQ,1999-12-24
1780,유리피아이일,036960.KQ,1999-11-12
1781,유아이에너지,050050.KQ,2000-12-21
1782,유일엔시스,038720.KQ,2001-01-18
1783,유진산업,018380.KQ,1996-07-01
1784,유진종합개발,023420.KQ,1994-10-07
1785,이디디컴퍼니,052650.KQ,2001-12-18
1786,이스턴마스텍,025910.KQ,1996-07-01
1787,이지클럽,038980.KQ,2000-07-04
1788,제너시스템즈,073930.KQ,2008-03-26
1789,중앙바이오텍,015170.KQ,2000-08-24
1790,지아이바이오,035450.KQ,1999-11-11
1791,케미그라스,021090.KQ,1993-11-05
1792,케이비드림3호스팩,221950.KQ,2015-08-21
1793,코닉스,017210.KQ,1991-07-29
1794,코디콤,041800.KQ,2001-12-13
1795,쿨투,056020.KQ,2003-07-04
1796,키움스팩4호,226850.KQ,2015-10-29
1797,태일전자,020100.KQ,1996-07-01
1798,테스텍,048510.KQ,2001-06-14
1799,트래픽아이티에스,038050.KQ,2002-01-10
1800,폴켐,033190.KQ,1997-11-10
1801,풍연,017090.KQ,1996-01-15
1802,플러스프로핏,036660.KQ,2000-06-15
1803,하이드로젠파워,070080.KQ,2002-12-13
1804,하이럭스,079340.KQ,2005-07-19
1805,한국스팩1호,123290.KQ,2010-08-24
1806,한국염공,005470.KQ,1996-07-01
1807,한국파트너스,019560.KQ,1999-12-03
1808,한보금고,027450.KQ,1996-07-01
1809,한주개발,017410.KQ,1996-07-01
1810,한화에이스스팩2호,219860.KQ,2015-07-20
1811,헤파호프,039350.KQ,2000-12-07
1812,화니백화점,031090.KQ,1997-01-23
1813,휘튼,066480.KQ,2002-11-05
1814,히든챔피언스팩1호,123160.KQ,2010-06-11
1815,GV,045890.KQ,2005-11-28
1816,HB테크놀러지,078150.KQ,2004-12-08
1817,IBKS제12호스팩,335870.KQ,2019-12-09
1818,ISC,095340.KQ,2007-10-01
1819,KG이니시스,035600.KQ,2002-11-22
1820,MP한강,219550.KQ,2015-07-22
1821,NE능률,053290.KQ,2002-12-10
1822,NHN한국사이버결제,060250.KQ,2002-01-08
1823,SBI인베스트먼트,019550.KQ,1989-09-06
1824,SG,255220.KQ,2018-01-26
1825,갤럭시아머니트리,094480.KQ,2007-07-20
1826,고려제약,014570.KQ,2000-12-07
